"","Restaurant","Item","Size","Serving_Size","Calories","Calories_From_Fat","Total_Fat.g","Daily_Percent_Total_Fat","Saturated_Fat.g","Daily_Percent_Saturated_Fat","Trans_Fat.g","Cholesterol.mg","Daily_Percent_Cholesterol","Sodium.mg","Daily_Percent_Sodium","Total_Carbohydrates.g","Daily_Percent_Total_Carbohydrates","Dietary_Fiber.g","Daily_Percent_Dietary_Fiber","Sugars.g","Protein.g","Daily_Percent_Protein","Vitamin_A","Vitamin_C","Calcium","Iron","Type"
"1224","subway","american club salad",NA,1,440,200,23,35,9,45,0,105,35,1900,79,23,8,6,24,14,29,58,70,130,20,60,"Salads"
"1225","subway","autumn carved turkey salad",NA,415,300,80,9,14,3,15,0,60,20,1120,47,26,9,3,12,22,25,50,40,40,15,35,"Salads"
"1226","subway","blt salad",NA,304,150,70,8,12,4,20,0,20,7,420,18,10,3,4,16,5,10,20,50,50,6,10,"Salads"
"1227","subway","big hot pastrami melt salad",NA,394,400,300,29,45,11,55,0,85,28,1250,52,12,4,4,16,4,23,46,25,70,10,15,"Salads"
"1228","subway","big philly cheesesteak salad",NA,418,330,140,16,25,8,40,1,85,28,1080,45,17,6,5,20,6,32,64,60,50,25,20,"Salads"
"1229","subway","black forest ham salad",NA,327,110,25,3,5,1,5,0,20,7,590,25,11,4,4,16,6,12,24,25,45,4,8,"Salads"
"1230","subway","buffalo chicken salad with ranch dressing",NA,413,360,230,26,40,4,20,0,60,20,1100,46,13,4,4,16,6,20,40,50,60,8,15,"Salads"
"1231","subway","carved turkey bacon w cheese salad",NA,381,280,110,12,18,4.5,23,0,65,22,1320,55,11,4,4,16,5,28,56,50,50,15,15,"Salads"
"1232","subway","carved turkey salad",NA,301,150,30,4,6,0,0,0,45,15,680,28,8,3,3,12,3,19,38,40,40,6,15,"Salads"
"1233","subway","chicken bacon ranch melt salad includes ranch dressing",NA,437,510,340,38,58,12,60,1,100,33,1040,43,14,5,4,16,7,30,60,60,60,30,14,"Salads"
"1234","subway","cold cut combo salad",NA,349,180,95,11,17,4,20,0,45,15,820,34,12,4,4,16,5,12,24,50,50,10,14,"Salads"
"1235","subway","double chicken salad",NA,425,220,35,5,8,1.5,8,0,100,33,490,20,10,3,4,16,4,36,72,50,60,8,15,"Salads"
"1236","subway","fresh fit crispy chicken salad",NA,1,460,15,20,31,2,10,0,100,33,1430,60,34,11,8,32,13,41,82,60,100,10,60,"Salads"
"1237","subway","homestyle crispy chicken salad",NA,1,690,15,41,63,6,30,0,120,40,1760,73,41,14,8,32,20,41,82,60,100,10,60,"Salads"
"1238","subway","italian bmt salad",NA,349,230,135,15,23,6,30,0,45,15,1060,44,12,4,4,16,6,14,28,50,50,6,12,"Salads"
"1239","subway","italian hero salad",NA,352,230,140,15,23,5,25,0,45,15,1060,44,13,4,4,16,8,14,28,40,60,4,30,"Salads"
"1240","subway","meatball marinara salad",NA,424,310,150,17,26,7,35,1,30,10,720,30,25,8,6,24,10,16,32,60,70,10,18,"Salads"
"1241","subway","oven roasted chicken salad",NA,354,140,25,3,5,0.5,3,0,50,17,280,12,10,3,4,16,4,19,38,50,60,8,10,"Salads"
"1242","subway","roast beef salad",NA,341,140,30,4,6,1,5,0,40,13,450,19,10,3,4,16,5,18,36,25,45,4,15,"Salads"
"1243","subway","spicy italian salad",NA,345,310,205,23,35,9,45,1,50,17,1280,53,11,4,4,16,6,15,30,50,50,8,12,"Salads"
"1244","subway","steak cheese salad",NA,368,210,75,8,12,4,20,0,50,17,830,35,14,5,4,16,6,20,40,50,50,15,16,"Salads"
"1245","subway","sweet onion chicken teriyaki salad",NA,383,200,25,3,5,1,5,0,50,17,660,28,24,8,4,16,16,20,40,25,50,6,10,"Salads"
"1246","subway","tuna salad",NA,360,310,215,24,37,4,20,0,40,13,370,15,10,3,4,16,4,15,30,50,50,6,14,"Salads"
"1247","subway","turkey breast ham salad",NA,327,110,20,3,5,1,5,0,25,8,580,24,11,4,4,16,5,12,24,25,45,6,8,"Salads"
"1248","subway","turkey breast salad",NA,327,110,20,2,3,1,5,0,20,7,570,24,11,4,4,16,5,12,24,25,45,6,8,"Salads"
"1249","subway","veggie delite salad",NA,271,50,10,1,2,0,0,0,0,0,65,3,9,3,4,16,4,3,6,25,45,4,6,"Salads"
"1250","subway","chipotle southwest steak cheese wrap",NA,1,760,330,37,57,12,60,1,100,33,2250,94,65,22,4,16,7,43,86,15,45,30,35,"Wraps"
"1251","subway","rotisserie style chicken caesar wrap",NA,1,730,310,34,52,10,50,0.5,135,45,1900,79,53,18,3,12,4,55,110,15,8,45,30,"Wraps"
"1252","subway","turkey bacon guacamole wrap",NA,1,810,380,42,65,13,65,0.5,75,25,2970,124,62,21,3,12,6,43,86,10,30,30,25,"Wraps"
"1253","subway","6 9 grain wheat bread",NA,71,190,18,2,3,0,0,0,0,0,310,13,36,12,3,12,3,7,14,0,0,0,8,"Breads"
"1254","subway","6 flatbread",NA,87,220,36,4,6,0.5,3,0,0,0,330,14,41,14,4,16,3,8,16,0,0,0,10,"Breads"
"1255","subway","6 italian white bread",NA,65,160,18,2,3,1,5,0,0,0,350,15,36,12,3,12,3,7,14,0,0,0,8,"Breads"
"1256","subway","6 italian herbs cheese bread",NA,76,220,45,5,8,2,10,0,10,3,500,21,37,12,2,8,3,9,18,4,0,6,15,"Breads"
"1257","subway","6 jalapeno cheddar bread",NA,79,220,45,5,8,2,10,0,10,3,660,28,37,12,2,8,3,9,18,4,0,6,15,"Breads"
"1258","subway","6 monterey cheddar bread",NA,75,220,45,5,8,2.5,13,0,10,3,370,15,34,11,1,4,3,9,18,4,0,6,10,"Breads"
"1259","subway","6 parmesan oregano bread",NA,68,190,27,3,5,0,0,0,0,0,460,19,37,12,2,8,3,7,14,0,0,0,15,"Breads"
"1260","subway","6 sourdough bread",NA,78,190,13.5,1.5,2,0,0,0,0,0,310,13,36,12,1,4,3,9,18,0,0,0,15,"Breads"
"1261","subway","gluten free bread",NA,113,340,110,12,18,7,35,0,0,0,800,33,52,17,3,12,7,6,12,0,0,4,0,"Breads"
"1262","subway","mini wheat bread",NA,47,120,9,1,2,0,0,0,0,0,180,8,24,8,3,12,2,5,10,0,0,0,8,"Breads"
"1263","subway","mini italian white bread",NA,47,130,10,2,3,0,0,0,0,0,180,8,25,8,1,4,3,5,10,0,0,20,8,"Breads"
"1264","subway","wrap",NA,102,300,72,8,12,11,55,0,0,0,580,24,50,17,2,8,2,8,16,0,0,6,15,"Breads"
"1265","subway","tomato basil wrap",NA,102,290,72,8,12,3.5,18,0,0,0,730,30,49,16,2,8,1,8,16,0,10,8,15,"Breads"
"1266","subway","wrap",NA,102,300,72,8,12,11,55,0,0,0,580,24,50,17,2,8,2,8,16,0,0,6,15,"Breads"
"1267","subway","bacon egg white cheese on 6 flatbread",NA,1,410,135,15,23,4,20,0,25,8,1220,51,45,15,4,16,4,26,52,6,6,8,15,"Breakfast Egg White Omelet Sandwich"
"1268","subway","egg white cheese with ham on 6 flatbread",NA,1,370,99,11,17,2.5,13,0,25,8,1220,51,45,15,4,16,4,26,52,6,8,8,15,"Breakfast Egg White Omelet Sandwich"
"1269","subway","egg white cheese on 6 flatbread",NA,183,330,90,10,15,3.5,18,0,10,3,970,40,42,14,2,8,2,19,38,4,0,60,15,"Breakfast Egg White Omelet Sandwich"
"1270","subway","mega melt on 6 flatbread",NA,249,560,260,29,45,11,55,0,273,91,1610,67,43,14,3,12,4,32,64,10,0,45,25,"Breakfast Omelet Sandwiches"
"1271","subway","sausage egg white cheese on 6 flatbread",NA,240,470,190,21,32,7.5,38,0,45,15,1490,62,43,14,2,8,2,28,56,6,0,60,20,"Breakfast Egg White Omelet Sandwich"
"1272","subway","steak egg white cheese on 6 flatbread",NA,225,400,110,12,18,4.5,23,0,35,12,1300,54,45,15,2,8,3,28,56,4,0,60,20,"Breakfast Egg White Omelet Sandwich"
"1273","subway","6 sunrise subway melt with egg white",NA,1,480,180,20,31,6,30,0,45,15,1490,62,45,15,4,16,4,30,60,10,0,8,15,"Breakfast Egg White Omelet Sandwich"
"1274","subway","turkey egg white cheese on 6 flatbread",NA,211,360,90,11,17,3.5,18,0,20,7,1160,48,43,14,2,8,2,23,46,4,0,60,15,"Breakfast Egg White Omelet Sandwich"
"1275","subway","6 sunrise subway melt",NA,273,470,160,17,26,7,35,0,260,87,1500,63,48,16,5,20,8,32,64,15,8,45,20,"Breakfast Omelet Sandwiches"
"1276","subway","bacon egg cheese on 6 flatbread",NA,192,420,160,18,28,7,35,0,240,80,1100,46,42,14,3,12,4,22,44,8,0,40,20,"Breakfast Omelet Sandwiches"
"1277","subway","egg cheese with ham on 6 flatbread",NA,211,420,144,16,25,5,25,0,185,62,1190,50,47,16,4,16,4,24,48,20,0,10,20,"Breakfast Omelet Sandwiches"
"1278","subway","egg cheese on 6 flatbread",NA,183,370,130,14,22,5,25,0,230,77,920,38,42,14,3,12,3,19,38,8,0,40,20,"Breakfast Omelet Sandwiches"
"1279","subway","mega melt on 6 flatbread",NA,249,560,260,29,45,11,55,0,273,91,1610,67,43,14,3,12,4,32,64,10,0,45,25,"Breakfast Omelet Sandwiches"
"1280","subway","sausage egg cheese on 6 flatbread",NA,240,510,230,25,38,9,45,0,263,88,1440,60,43,14,3,12,4,28,56,10,0,45,20,"Breakfast Omelet Sandwiches"
"1281","subway","steak egg cheese on 6 flatbread",NA,225,440,150,17,26,6,30,0,253,84,1250,52,44,15,3,12,5,28,56,8,0,45,25,"Breakfast Omelet Sandwiches"
"1282","subway","turkey egg cheese on 6 flatbread",NA,211,400,140,15,23,5,25,0,240,80,1120,47,43,14,3,12,4,23,46,8,0,45,20,"Breakfast Omelet Sandwiches"
"1283","subway","hash browns",NA,102,210,90,10,15,2.5,13,0,0,0,610,25,28,9,3,12,0,2,4,0,0,0,3,"Breakfast Sides"
"1284","subway","baked lays chips",NA,32,130,15,2,3,0,0,0,0,0,200,8,23,8,2,8,2,2,4,0,2,4,2,"Chips and Sides"
"1285","subway","baked lays sour cream onion chips",NA,32,140,30,4,6,0.5,3,0,0,0,240,10,24,8,2,8,3,3,6,0,4,4,2,"Chips and Sides"
"1286","subway","doritos nacho cheese chips",NA,50,250,120,13,20,2.5,13,0,5,2,310,13,30,10,2,8,2,4,8,0,0,8,2,"Chips and Sides"
"1287","subway","lays classic potato chips",NA,43,230,140,15,23,1.5,8,0,0,0,270,11,23,8,2,8,0,3,6,0,15,0,2,"Chips and Sides"
"1288","subway","sunchips harvest cheddar chips",NA,43,210,80,9,14,1.5,8,0,0,0,240,10,29,10,3,12,3,4,8,0,0,2,2,"Chips and Sides"
"1289","subway","bacon 2 strips",NA,9,45,30,4,6,2,10,0,10,3,190,8,0,0,0,0,0,3,6,0,0,0,0,"Condiments & Extras"
"1290","subway","cheddar cheese 2 triangles",NA,15,60,45,5,8,3,15,0,15,5,95,4,0,0,0,0,0,4,8,4,0,10,0,"Condiments & Extras"
"1291","subway","chipotle southwest sauce",NA,21,100,90,10,15,2,10,0,10,3,220,9,1,0,0,0,0,0,0,0,0,0,0,"Condiments & Extras"
"1292","subway","fat free honey mustard sauce",NA,21,30,0,0,0,0,0,0,0,0,120,5,7,2,0,0,6,0,0,0,0,0,2,"Condiments & Extras"
"1293","subway","fat free italian 2 oz",NA,57,35,0,0,0,0,0,0,0,0,720,30,7,2,0,0,4,1,2,0,0,2,0,"Condiments & Extras"
"1294","subway","fat free sweet onion sauce",NA,21,40,0,0,0,0,0,0,0,0,85,4,9,3,0,0,8,0,0,0,0,0,0,"Condiments & Extras"
"1295","subway","light mayonnaise 1 t",NA,15,50,45,5,8,1,5,0,5,2,100,4,1,0,0,0,0,0,0,0,0,0,0,"Condiments & Extras"
"1296","subway","mayonnaise 1 t",NA,15,110,110,12,18,2,10,0,10,3,80,3,0,0,0,0,0,0,0,0,0,0,0,"Condiments & Extras"
"1297","subway","mozzarella cheese shredded",NA,14,40,25,3,5,2,10,0,10,3,100,4,0,0,0,0,0,3,6,2,0,8,0,"Condiments & Extras"
"1298","subway","mustard yellow deli brown 2 tsp",NA,10,5,0,0,0,0,0,0,0,0,115,5,1,0,0,0,0,0,0,0,0,0,0,"Condiments & Extras"
"1299","subway","olive oil blend 1 tsp",NA,7,45,45,5,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Condiments & Extras"
"1300","subway","pepperjack cheese 2 triangles",NA,11,50,35,4,6,3,15,0,15,5,140,6,0,0,0,0,0,2,4,4,4,10,0,"Condiments & Extras"
"1301","subway","pepperoni",NA,18,80,70,7,11,3,15,0,15,5,410,17,1,0,0,0,1,4,8,0,0,0,0,"Condiments & Extras"
"1302","subway","processed american cheese 2 triangles",NA,11,40,30,4,6,2,10,0,10,3,200,8,1,0,0,0,0,2,4,4,0,6,0,"Condiments & Extras"
